MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
90.40,Female,0.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
19.45,Female,0.00,Yes,No,70.00,No,No internet service,Two year,No,No
44.95,Female,0.00,No,No,23.00,DSL,No,Month-to-month,Yes,No
97.00,Female,1.00,Yes,No,64.00,Fiber optic,Yes,One year,No,No
62.80,Male,0.00,Yes,Yes,37.00,DSL,No,Two year,Yes,No
44.60,Male,0.00,No,Yes,17.00,DSL,No,One year,No,No
89.15,Female,1.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,No
84.80,Male,0.00,Yes,Yes,4.00,Fiber optic,Yes,Month-to-month,Yes,Yes
41.90,Female,1.00,No,No,21.00,DSL,No,Month-to-month,Yes,Yes
80.25,Female,0.00,No,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
54.10,Female,1.00,No,No,16.00,DSL,No,Month-to-month,Yes,No
105.25,Male,0.00,Yes,No,64.00,Fiber optic,Yes,Two year,Yes,No
30.75,Male,1.00,Yes,No,27.00,DSL,No,Month-to-month,No,Yes
97.10,Male,0.00,Yes,Yes,42.00,Fiber optic,No,One year,No,No
20.20,Male,0.00,No,Yes,5.00,No,No internet service,Month-to-month,No,No
98.80,Female,0.00,No,No,41.00,Fiber optic,Yes,Two year,Yes,No
50.30,Male,0.00,Yes,No,58.00,DSL,No,One year,No,No
20.55,Female,0.00,No,No,47.00,No,No internet service,Two year,Yes,No
75.90,Male,0.00,No,No,18.00,Fiber optic,No,Month-to-month,Yes,No
96.50,Male,0.00,No,No,5.00,Fiber optic,No,Month-to-month,No,Yes
59.95,Male,0.00,Yes,No,23.00,DSL,No,Month-to-month,Yes,No
19.15,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
98.65,Male,0.00,Yes,No,71.00,Fiber optic,No,One year,Yes,No
112.60,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
20.60,Male,0.00,Yes,Yes,33.00,No,No internet service,One year,No,No
85.65,Male,0.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
35.75,Male,0.00,No,Yes,24.00,DSL,No,Two year,No,No
99.75,Female,0.00,Yes,Yes,56.00,Fiber optic,Yes,One year,Yes,No
96.10,Male,0.00,No,No,37.00,Fiber optic,Yes,Month-to-month,Yes,No
85.10,Female,0.00,No,No,43.00,DSL,Yes,One year,No,No
25.35,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
104.95,Female,0.00,Yes,No,25.00,Fiber optic,No,Month-to-month,Yes,Yes
89.65,Female,0.00,No,No,61.00,DSL,Yes,Two year,No,No
86.75,Male,0.00,No,No,17.00,Fiber optic,No,One year,No,No
86.20,Female,0.00,Yes,No,41.00,Fiber optic,Yes,One year,Yes,No
50.65,Male,0.00,No,No,1.00,DSL,Yes,Month-to-month,No,Yes
64.80,Male,1.00,Yes,Yes,72.00,DSL,Yes,Two year,Yes,No
90.85,Male,0.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
108.10,Male,0.00,No,No,48.00,Fiber optic,Yes,Two year,Yes,No
19.95,Male,1.00,Yes,No,11.00,No,No internet service,Month-to-month,No,Yes
85.45,Female,1.00,Yes,No,55.00,Fiber optic,Yes,Month-to-month,Yes,Yes
54.75,Female,0.00,No,No,42.00,DSL,Yes,One year,Yes,No
90.40,Male,0.00,No,No,44.00,Fiber optic,No,Month-to-month,Yes,No
44.00,Male,0.00,No,Yes,1.00,DSL,No,Month-to-month,No,No
95.60,Female,0.00,No,No,27.00,Fiber optic,No,Month-to-month,Yes,No
84.80,Male,1.00,Yes,No,27.00,DSL,Yes,Month-to-month,Yes,No
44.30,Female,1.00,No,No,2.00,DSL,No,Month-to-month,Yes,No
19.90,Female,0.00,No,No,19.00,No,No internet service,Month-to-month,No,No
95.05,Female,1.00,Yes,No,42.00,Fiber optic,No,Month-to-month,Yes,No
90.05,Female,0.00,No,No,66.00,DSL,Yes,Two year,Yes,No
109.90,Male,1.00,Yes,No,33.00,Fiber optic,No,Month-to-month,Yes,No
73.95,Female,0.00,No,No,34.00,Fiber optic,Yes,Month-to-month,Yes,Yes
54.60,Male,1.00,No,No,33.00,DSL,No,Month-to-month,Yes,No
20.05,Female,0.00,Yes,Yes,23.00,No,No internet service,One year,No,No
19.75,Female,0.00,No,No,32.00,No,No internet service,One year,No,No
20.05,Female,0.00,No,No,11.00,No,No internet service,One year,No,No
99.45,Male,0.00,Yes,Yes,69.00,Fiber optic,No,Month-to-month,Yes,Yes
55.90,Female,0.00,Yes,No,68.00,DSL,No,One year,No,No
19.70,Male,0.00,No,No,20.00,No,No internet service,Two year,Yes,No
19.80,Male,0.00,No,No,72.00,No,No internet service,Two year,Yes,No
95.40,Male,0.00,Yes,Yes,60.00,Fiber optic,No,One year,Yes,No
93.95,Male,1.00,Yes,Yes,32.00,Fiber optic,Yes,Month-to-month,Yes,No
19.90,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
19.60,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
81.35,Male,1.00,No,No,3.00,Fiber optic,Yes,Month-to-month,Yes,Yes
24.45,Female,0.00,Yes,No,46.00,No,No internet service,One year,Yes,No
74.95,Female,0.00,Yes,No,29.00,Fiber optic,No,Month-to-month,Yes,No
87.35,Male,0.00,No,No,51.00,Fiber optic,Yes,Month-to-month,Yes,No
70.65,Female,1.00,Yes,No,48.00,Fiber optic,No,Month-to-month,Yes,No
73.25,Female,0.00,Yes,Yes,16.00,Fiber optic,Yes,Month-to-month,No,No
98.70,Male,0.00,Yes,No,70.00,Fiber optic,Yes,Two year,Yes,No
24.80,Female,0.00,Yes,Yes,40.00,No,No internet service,Two year,Yes,No
83.30,Female,0.00,Yes,Yes,22.00,Fiber optic,Yes,Month-to-month,No,Yes
75.30,Female,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
24.30,Female,0.00,Yes,Yes,5.00,No,No internet service,Month-to-month,Yes,No
69.85,Female,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,No
100.55,Male,0.00,No,Yes,29.00,Fiber optic,Yes,One year,No,No
25.70,Male,0.00,Yes,Yes,44.00,No,No internet service,One year,No,No
40.70,Female,0.00,No,No,10.00,DSL,Yes,Month-to-month,No,No
51.65,Female,1.00,Yes,No,55.00,DSL,No,Month-to-month,No,No
105.10,Male,1.00,Yes,No,52.00,Fiber optic,Yes,One year,Yes,No
85.95,Female,0.00,Yes,Yes,10.00,Fiber optic,No,Month-to-month,No,No
75.60,Male,0.00,No,No,18.00,Fiber optic,No,Month-to-month,Yes,No
58.25,Female,0.00,Yes,No,68.00,DSL,No,One year,No,No
19.40,Female,0.00,Yes,Yes,61.00,No,No internet service,Month-to-month,Yes,Yes
65.20,Female,0.00,Yes,Yes,72.00,DSL,Yes,Two year,Yes,No
53.45,Male,0.00,No,No,2.00,DSL,No,Month-to-month,No,No
45.40,Male,0.00,No,No,12.00,DSL,No,Month-to-month,Yes,Yes
19.75,Male,0.00,Yes,No,41.00,No,No internet service,Two year,Yes,No
44.45,Female,0.00,No,No,26.00,DSL,No,Month-to-month,Yes,No
20.85,Male,0.00,Yes,No,36.00,No,No internet service,One year,No,No
114.05,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
89.85,Male,0.00,Yes,No,35.00,Fiber optic,No,Month-to-month,Yes,No
55.05,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
112.95,Female,0.00,Yes,Yes,16.00,Fiber optic,No,Month-to-month,Yes,No
101.55,Female,1.00,No,No,49.00,Fiber optic,No,Month-to-month,No,No
114.65,Female,0.00,Yes,No,54.00,Fiber optic,Yes,One year,Yes,No
64.80,Female,0.00,No,Yes,18.00,DSL,No,Month-to-month,No,No
80.40,Female,0.00,Yes,No,36.00,Fiber optic,No,Month-to-month,No,No
105.90,Female,0.00,No,No,60.00,Fiber optic,Yes,Month-to-month,Yes,Yes
69.55,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
25.05,Female,0.00,Yes,Yes,52.00,No,No internet service,Two year,Yes,No
94.75,Male,0.00,Yes,Yes,8.00,Fiber optic,No,Month-to-month,Yes,No
105.50,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,No,No
24.70,Female,0.00,No,No,64.00,No,No internet service,One year,No,No
69.75,Female,1.00,No,No,22.00,DSL,No,Month-to-month,Yes,No
60.20,Male,0.00,Yes,No,60.00,DSL,Yes,Month-to-month,Yes,No
81.05,Female,0.00,Yes,Yes,28.00,Fiber optic,No,Month-to-month,Yes,Yes
24.40,Female,0.00,Yes,No,61.00,No,No internet service,Two year,No,No
104.15,Female,0.00,No,No,24.00,Fiber optic,Yes,Month-to-month,Yes,No
92.90,Male,0.00,Yes,Yes,28.00,Fiber optic,Yes,One year,No,No
80.80,Female,0.00,Yes,Yes,30.00,DSL,Yes,Two year,No,No
20.00,Male,0.00,Yes,No,2.00,No,No internet service,Month-to-month,No,No
75.10,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,No
19.65,Male,0.00,No,Yes,6.00,No,No internet service,Month-to-month,No,No
69.45,Female,0.00,Yes,No,24.00,DSL,Yes,Month-to-month,Yes,No
101.15,Male,0.00,Yes,Yes,4.00,Fiber optic,No,Month-to-month,No,Yes
99.80,Male,0.00,No,No,7.00,Fiber optic,Yes,Month-to-month,Yes,Yes
116.05,Male,1.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
40.05,Male,0.00,No,No,70.00,DSL,No,Two year,Yes,No
102.10,Male,1.00,Yes,No,64.00,Fiber optic,No,Two year,No,No
89.70,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,One year,Yes,No
19.90,Female,0.00,No,Yes,44.00,No,No internet service,Two year,No,No
55.95,Female,0.00,Yes,Yes,13.00,DSL,No,Month-to-month,No,Yes
20.65,Female,1.00,No,No,17.00,No,No internet service,One year,No,No
55.00,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
70.05,Male,0.00,Yes,No,9.00,DSL,No,Month-to-month,Yes,No
53.60,Male,0.00,Yes,No,24.00,DSL,No,Month-to-month,No,No
74.70,Female,0.00,Yes,Yes,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
80.25,Male,0.00,No,No,24.00,Fiber optic,Yes,Month-to-month,Yes,Yes
76.05,Male,1.00,Yes,Yes,35.00,DSL,Yes,Month-to-month,Yes,No
75.70,Female,0.00,Yes,Yes,7.00,DSL,Yes,Month-to-month,Yes,No
96.10,Male,0.00,No,No,5.00,Fiber optic,No,Month-to-month,Yes,Yes
69.00,Female,0.00,No,Yes,15.00,Fiber optic,No,Month-to-month,No,Yes
19.65,Male,0.00,Yes,Yes,11.00,No,No internet service,Two year,No,No
45.30,Female,0.00,Yes,No,48.00,DSL,No,Month-to-month,Yes,Yes
81.45,Female,1.00,No,No,20.00,Fiber optic,No,Month-to-month,Yes,No
108.50,Female,0.00,Yes,No,72.00,Fiber optic,Yes,One year,Yes,No
83.55,Female,0.00,Yes,Yes,8.00,Fiber optic,Yes,Month-to-month,Yes,Yes
84.50,Male,0.00,Yes,Yes,72.00,Fiber optic,No,Two year,Yes,No
100.15,Female,0.00,No,No,15.00,Fiber optic,Yes,Month-to-month,Yes,No
88.60,Male,0.00,No,No,72.00,DSL,Yes,Two year,Yes,No
52.55,Female,0.00,Yes,Yes,0.00,DSL,No,Two year,Yes,No
74.35,Male,0.00,No,Yes,1.00,Fiber optic,No,Month-to-month,Yes,Yes
104.80,Male,0.00,Yes,Yes,63.00,Fiber optic,Yes,Two year,Yes,No
59.00,Female,0.00,No,No,2.00,DSL,Yes,Month-to-month,Yes,No
74.40,Female,0.00,Yes,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
64.05,Male,1.00,Yes,No,61.00,DSL,Yes,One year,No,No
20.40,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
43.75,Male,0.00,No,No,22.00,DSL,Yes,One year,Yes,Yes
60.90,Male,0.00,Yes,No,28.00,DSL,Yes,Month-to-month,No,No
19.80,Female,0.00,Yes,No,70.00,No,No internet service,Two year,No,No
28.45,Female,1.00,No,No,5.00,DSL,Yes,Month-to-month,No,Yes
99.70,Female,0.00,No,No,12.00,Fiber optic,Yes,Month-to-month,Yes,Yes
116.25,Male,0.00,No,No,34.00,Fiber optic,Yes,One year,No,No
80.70,Female,1.00,Yes,No,71.00,Fiber optic,No,Two year,Yes,No
65.20,Female,0.00,Yes,Yes,70.00,DSL,No,One year,No,No
84.05,Female,0.00,Yes,Yes,52.00,Fiber optic,No,Month-to-month,Yes,No
79.45,Male,0.00,No,Yes,69.00,DSL,Yes,Two year,Yes,No
94.10,Female,1.00,No,No,20.00,Fiber optic,Yes,Month-to-month,Yes,Yes
78.00,Male,0.00,No,Yes,11.00,Fiber optic,No,Month-to-month,Yes,No
94.20,Male,0.00,Yes,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
80.50,Female,0.00,Yes,Yes,6.00,Fiber optic,No,Month-to-month,Yes,Yes
19.85,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
94.30,Male,1.00,Yes,Yes,20.00,Fiber optic,No,One year,No,No
106.45,Male,0.00,No,No,61.00,Fiber optic,No,Month-to-month,Yes,No
74.35,Female,1.00,Yes,No,5.00,Fiber optic,No,Month-to-month,Yes,Yes
105.45,Female,0.00,No,No,56.00,Fiber optic,Yes,Month-to-month,Yes,No
95.00,Male,0.00,No,No,30.00,Fiber optic,Yes,Month-to-month,Yes,No
104.80,Male,0.00,No,No,40.00,Fiber optic,No,Month-to-month,No,Yes
54.30,Female,0.00,No,No,28.00,DSL,No,One year,No,No
70.05,Female,1.00,Yes,No,5.00,Fiber optic,No,Month-to-month,No,No
75.20,Female,1.00,Yes,No,27.00,Fiber optic,No,Month-to-month,Yes,Yes
20.05,Male,0.00,No,No,12.00,No,No internet service,Month-to-month,No,No
105.40,Male,0.00,Yes,Yes,67.00,Fiber optic,Yes,One year,Yes,No
51.60,Male,1.00,Yes,No,29.00,DSL,No,Month-to-month,Yes,No
85.50,Male,0.00,Yes,Yes,55.00,Fiber optic,No,Month-to-month,No,No
75.60,Female,0.00,No,No,23.00,Fiber optic,No,Month-to-month,No,Yes
100.05,Male,0.00,Yes,No,34.00,Fiber optic,No,Month-to-month,Yes,Yes
91.25,Male,0.00,No,No,52.00,Fiber optic,No,One year,No,No
115.75,Male,1.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
94.70,Male,0.00,Yes,Yes,58.00,Fiber optic,Yes,One year,Yes,No
19.60,Male,0.00,Yes,Yes,35.00,No,No internet service,Two year,No,No
99.90,Female,1.00,No,No,56.00,Fiber optic,Yes,Two year,Yes,No
21.10,Female,0.00,Yes,Yes,24.00,No,No internet service,Two year,Yes,No
20.05,Male,0.00,Yes,Yes,70.00,No,No internet service,Two year,No,No
79.95,Male,0.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,No
107.15,Male,1.00,Yes,Yes,68.00,Fiber optic,No,One year,Yes,No
85.00,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
89.55,Male,0.00,No,No,12.00,Fiber optic,No,Month-to-month,Yes,No
81.55,Female,0.00,Yes,No,63.00,Fiber optic,Yes,Month-to-month,Yes,No
58.45,Female,0.00,Yes,Yes,33.00,DSL,Yes,One year,Yes,No
95.65,Female,0.00,Yes,No,69.00,Fiber optic,Yes,One year,Yes,No
80.60,Female,0.00,Yes,Yes,60.00,DSL,Yes,Two year,Yes,No
113.10,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
58.95,Female,0.00,No,No,11.00,DSL,No,Month-to-month,Yes,No
19.55,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
86.05,Male,0.00,No,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
45.55,Male,0.00,No,No,13.00,DSL,No,Month-to-month,Yes,Yes
78.95,Male,0.00,Yes,Yes,34.00,Fiber optic,No,One year,Yes,No
86.30,Male,0.00,Yes,Yes,39.00,Fiber optic,Yes,Month-to-month,Yes,Yes
105.05,Female,0.00,No,No,65.00,Fiber optic,Yes,One year,Yes,No
101.90,Male,1.00,Yes,No,50.00,Fiber optic,Yes,One year,Yes,No
19.75,Male,0.00,No,No,15.00,No,No internet service,Month-to-month,No,No
110.30,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
115.60,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
19.35,Male,0.00,Yes,Yes,55.00,No,No internet service,Two year,No,No
25.60,Female,0.00,Yes,Yes,23.00,No,No internet service,Two year,Yes,No
80.35,Male,0.00,No,No,32.00,Fiber optic,Yes,Month-to-month,Yes,Yes
68.75,Female,0.00,Yes,Yes,56.00,DSL,No,One year,Yes,No
19.90,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
70.60,Male,0.00,No,No,38.00,DSL,Yes,One year,No,No
70.20,Male,0.00,No,No,11.00,Fiber optic,No,Month-to-month,No,No
49.30,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
107.25,Male,0.00,Yes,No,56.00,Fiber optic,Yes,One year,Yes,No
23.60,Male,0.00,Yes,No,3.00,No,No internet service,Month-to-month,Yes,No
69.70,Male,0.00,Yes,Yes,7.00,DSL,No,Month-to-month,No,No
99.50,Male,0.00,Yes,Yes,59.00,Fiber optic,No,Two year,Yes,No
64.30,Male,0.00,No,No,7.00,DSL,No,Month-to-month,No,No
70.85,Male,0.00,Yes,Yes,71.00,DSL,No,Two year,Yes,No
101.90,Male,0.00,Yes,Yes,15.00,Fiber optic,No,One year,No,No
73.50,Male,0.00,Yes,No,71.00,DSL,Yes,Two year,No,No
100.25,Female,0.00,No,No,35.00,Fiber optic,No,Month-to-month,Yes,Yes
40.40,Female,0.00,No,No,11.00,DSL,Yes,One year,Yes,No
19.25,Female,0.00,Yes,Yes,60.00,No,No internet service,Two year,Yes,No
59.60,Male,1.00,No,No,47.00,DSL,Yes,Two year,No,No
64.90,Female,0.00,No,No,11.00,DSL,No,One year,No,No
100.30,Male,0.00,Yes,No,56.00,Fiber optic,Yes,One year,No,Yes
110.85,Female,1.00,Yes,No,28.00,Fiber optic,Yes,Month-to-month,Yes,No
81.05,Male,0.00,Yes,No,61.00,DSL,Yes,Two year,Yes,No
98.05,Male,0.00,Yes,Yes,31.00,Fiber optic,No,One year,No,No
70.50,Male,0.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,No
94.55,Male,1.00,Yes,No,35.00,Fiber optic,Yes,Month-to-month,Yes,No
19.65,Male,0.00,No,No,2.00,No,No internet service,Month-to-month,Yes,No
19.00,Female,0.00,Yes,Yes,12.00,No,No internet service,Month-to-month,No,Yes
75.30,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,Yes
89.20,Female,1.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
19.00,Female,0.00,Yes,Yes,1.00,No,No internet service,Month-to-month,Yes,No
20.00,Female,0.00,No,No,3.00,No,No internet service,Month-to-month,Yes,No
85.70,Female,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
63.25,Male,0.00,No,No,52.00,DSL,Yes,Two year,Yes,No
20.10,Male,0.00,Yes,Yes,5.00,No,No internet service,One year,No,No
99.15,Male,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
90.40,Male,0.00,Yes,Yes,71.00,DSL,Yes,Two year,No,No
111.90,Male,0.00,Yes,No,72.00,Fiber optic,No,Two year,Yes,No
24.90,Male,0.00,Yes,Yes,46.00,No,No internet service,One year,No,No
83.50,Male,0.00,Yes,Yes,63.00,DSL,Yes,Two year,No,No
84.30,Male,0.00,No,No,30.00,Fiber optic,Yes,Month-to-month,Yes,No
45.60,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
61.65,Female,0.00,No,No,12.00,DSL,No,Month-to-month,Yes,Yes
54.85,Male,0.00,No,No,16.00,DSL,Yes,Two year,No,No
65.55,Male,0.00,No,No,4.00,DSL,No,Month-to-month,No,No
90.35,Male,0.00,Yes,No,51.00,Fiber optic,Yes,One year,Yes,No
20.40,Male,0.00,Yes,No,65.00,No,No internet service,Two year,Yes,No
74.55,Male,0.00,No,No,16.00,Fiber optic,No,Month-to-month,Yes,No
19.95,Male,0.00,No,No,2.00,No,No internet service,One year,No,No
74.25,Female,0.00,Yes,Yes,66.00,Fiber optic,No,One year,Yes,No
108.65,Male,0.00,No,No,46.00,Fiber optic,Yes,Two year,No,No
109.55,Female,0.00,No,No,32.00,Fiber optic,No,One year,Yes,No
86.65,Male,0.00,Yes,No,72.00,DSL,No,Two year,No,No
81.00,Male,0.00,Yes,Yes,38.00,DSL,No,Two year,No,No
47.85,Male,0.00,No,Yes,51.00,DSL,No,One year,No,No
114.55,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,No,No
105.25,Female,1.00,Yes,No,65.00,Fiber optic,No,Month-to-month,No,Yes
29.95,Male,0.00,Yes,Yes,9.00,DSL,Yes,Month-to-month,Yes,Yes
65.00,Female,0.00,Yes,Yes,9.00,DSL,Yes,Month-to-month,No,Yes
20.55,Male,0.00,No,Yes,66.00,No,No internet service,Two year,No,No
109.80,Female,1.00,No,No,44.00,Fiber optic,Yes,One year,Yes,No
69.50,Male,0.00,No,No,50.00,DSL,No,Two year,No,No
48.85,Female,0.00,No,No,15.00,DSL,No,Month-to-month,No,No
25.25,Male,0.00,No,No,8.00,DSL,No,Month-to-month,Yes,No
102.85,Female,1.00,No,No,66.00,Fiber optic,No,One year,Yes,No
87.55,Female,0.00,No,No,57.00,Fiber optic,Yes,Month-to-month,Yes,No
78.55,Female,0.00,No,No,7.00,Fiber optic,Yes,Month-to-month,Yes,No
34.55,Male,1.00,Yes,Yes,10.00,DSL,No,Month-to-month,Yes,No
92.05,Female,0.00,No,No,62.00,Fiber optic,Yes,One year,Yes,No
85.05,Male,0.00,Yes,Yes,40.00,Fiber optic,No,One year,Yes,No
19.70,Female,0.00,No,No,20.00,No,No internet service,Two year,No,No
20.00,Female,0.00,No,No,7.00,No,No internet service,Month-to-month,No,Yes
95.15,Female,0.00,Yes,No,25.00,Fiber optic,No,Month-to-month,Yes,No
84.25,Male,0.00,Yes,No,23.00,Fiber optic,Yes,Month-to-month,No,No
104.60,Female,1.00,Yes,No,66.00,Fiber optic,Yes,One year,No,No
111.65,Female,1.00,No,No,72.00,Fiber optic,Yes,Two year,No,No
90.05,Male,1.00,Yes,No,49.00,Fiber optic,Yes,Month-to-month,No,Yes
110.75,Male,1.00,Yes,Yes,43.00,Fiber optic,Yes,Month-to-month,Yes,Yes
55.00,Female,0.00,Yes,No,46.00,DSL,No,Month-to-month,No,No
89.85,Male,0.00,Yes,Yes,72.00,DSL,Yes,Two year,No,No
20.35,Male,0.00,No,No,10.00,No,No internet service,One year,No,No
54.55,Female,0.00,No,No,40.00,DSL,No,One year,Yes,No
105.50,Female,0.00,Yes,Yes,65.00,Fiber optic,Yes,Month-to-month,Yes,Yes
99.45,Male,0.00,No,No,31.00,Fiber optic,No,Two year,No,No
70.90,Female,0.00,Yes,No,68.00,DSL,Yes,Two year,No,No
104.55,Male,1.00,Yes,Yes,56.00,Fiber optic,No,One year,Yes,Yes
85.25,Male,0.00,Yes,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
25.40,Male,0.00,Yes,Yes,68.00,No,No internet service,Two year,No,No
56.15,Female,0.00,Yes,Yes,43.00,DSL,No,Month-to-month,No,Yes
89.55,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
89.85,Female,1.00,No,No,49.00,Fiber optic,Yes,One year,Yes,No
25.25,Female,0.00,Yes,Yes,15.00,No,No internet service,Month-to-month,Yes,No
94.55,Male,1.00,Yes,No,20.00,Fiber optic,No,Month-to-month,Yes,Yes
45.70,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
69.65,Male,0.00,Yes,Yes,50.00,DSL,No,One year,Yes,No
89.50,Female,1.00,No,No,2.00,Fiber optic,Yes,Month-to-month,No,Yes
70.00,Male,1.00,No,No,24.00,Fiber optic,No,Month-to-month,No,No
69.55,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
74.60,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
20.10,Male,0.00,Yes,Yes,35.00,No,No internet service,Two year,No,No
24.80,Female,0.00,No,No,17.00,No,No internet service,Month-to-month,No,No
19.65,Female,1.00,No,No,8.00,No,No internet service,Month-to-month,No,Yes
95.10,Male,0.00,No,No,10.00,Fiber optic,No,Month-to-month,Yes,No
88.85,Male,0.00,Yes,Yes,68.00,DSL,Yes,Two year,Yes,No
78.80,Male,0.00,Yes,No,45.00,DSL,Yes,One year,No,No
19.85,Male,0.00,Yes,Yes,2.00,No,No internet service,One year,No,Yes
20.35,Male,0.00,Yes,No,37.00,No,No internet service,Month-to-month,No,No
24.25,Female,0.00,No,No,4.00,DSL,No,Month-to-month,Yes,Yes
45.25,Female,0.00,No,No,10.00,DSL,No,Month-to-month,No,No
20.05,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
69.55,Male,0.00,Yes,Yes,65.00,DSL,Yes,Two year,Yes,No
19.50,Female,0.00,Yes,Yes,57.00,No,No internet service,Two year,No,No
74.75,Female,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
69.65,Female,0.00,No,No,2.00,Fiber optic,No,Month-to-month,No,Yes
30.20,Male,0.00,No,No,49.00,DSL,No,Month-to-month,Yes,No
45.65,Female,0.00,No,No,4.00,DSL,No,Month-to-month,No,Yes
57.80,Female,0.00,Yes,No,70.00,DSL,Yes,Two year,No,No
19.85,Female,0.00,Yes,Yes,53.00,No,No internet service,One year,Yes,No
25.55,Male,0.00,Yes,Yes,53.00,No,No internet service,Two year,No,No
75.05,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
24.85,Male,0.00,No,No,22.00,No,No internet service,Month-to-month,Yes,No
49.15,Male,1.00,No,No,52.00,DSL,Yes,Month-to-month,Yes,Yes
110.35,Male,1.00,No,No,65.00,Fiber optic,No,Two year,Yes,No
24.55,Female,0.00,No,No,48.00,No,No internet service,One year,No,No
34.70,Female,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,Yes
107.95,Male,0.00,No,No,3.00,Fiber optic,Yes,Month-to-month,No,No
81.40,Male,0.00,Yes,No,45.00,Fiber optic,Yes,Month-to-month,No,No
80.00,Male,0.00,Yes,Yes,1.00,Fiber optic,No,Month-to-month,No,Yes
73.80,Female,0.00,Yes,Yes,61.00,DSL,No,Two year,Yes,No
64.40,Male,0.00,No,No,3.00,DSL,No,Month-to-month,Yes,No
103.75,Female,1.00,No,No,40.00,Fiber optic,No,One year,Yes,No
71.10,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,No
49.90,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
24.60,Male,0.00,No,No,51.00,No,No internet service,One year,Yes,No
49.25,Male,1.00,No,No,2.00,DSL,No,Month-to-month,Yes,Yes
30.10,Male,0.00,No,No,52.00,DSL,Yes,One year,No,No
83.40,Male,0.00,No,No,51.00,Fiber optic,No,Month-to-month,No,No
20.45,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,No
75.25,Male,0.00,Yes,Yes,31.00,DSL,Yes,One year,Yes,No
20.55,Male,0.00,No,Yes,47.00,No,No internet service,One year,No,No
